treatment_type,cost,state,clinic,provider_type,source,url,scraped_date,region,age_range
IVF_FRESH,16130.7,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465313,west_coast,all
IVF_FRESH,18901.45,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465326,west_coast,all
IVF_FRESH,21703.61,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465338,west_coast,all
IVF_FRESH,19941.67,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465351,west_coast,all
IVF_FRESH,23122.43,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465364,west_coast,all
IVF_FRESH,22776.93,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465376,west_coast,all
IVF_FRESH,23477.19,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465392,west_coast,all
IVF_FRESH,23154.95,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465407,west_coast,all
IVF_FRESH,22679.53,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465420,west_coast,all
IVF_FRESH,23423.6,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465433,west_coast,all
IVF_with_ICSI,22838.91,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465446,west_coast,all
IVF_with_ICSI,23020.81,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465459,west_coast,all
IVF_with_ICSI,23124.43,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465471,west_coast,all
IVF_with_ICSI,22759.13,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465484,west_coast,all
IVF_with_ICSI,26325.07,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465497,west_coast,all
IVF_with_ICSI,23444.27,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465509,west_coast,all
IVF_with_ICSI,21632.5,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465522,west_coast,all
IVF_with_ICSI,28916.28,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465534,west_coast,all
IVF_with_ICSI,28540.5,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465546,west_coast,all
IVF_with_ICSI,26486.14,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465559,west_coast,all
IVF_with_PGT,26023.92,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465575,west_coast,all
IVF_with_PGT,27099.2,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465588,west_coast,all
IVF_with_PGT,26997.9,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465601,west_coast,all
IVF_with_PGT,26294.01,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465614,west_coast,all
IVF_with_PGT,28710.45,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465628,west_coast,all
IVF_with_PGT,26869.43,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465644,west_coast,all
IVF_with_PGT,28295.36,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465656,west_coast,all
IVF_with_PGT,35269.8,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465669,west_coast,all
IVF_with_PGT,28541.09,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465682,west_coast,all
IVF_with_PGT,33713.95,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465694,west_coast,all
FET,6698.21,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465707,west_coast,all
FET,6459.99,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465720,west_coast,all
FET,5221.1,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465733,west_coast,all
FET,6506.56,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465745,west_coast,all
FET,6670.13,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465758,west_coast,all
FET,7627.99,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465770,west_coast,all
FET,6974.84,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465782,west_coast,all
FET,9129.07,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465795,west_coast,all
FET,9557.62,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465808,west_coast,all
FET,8069.22,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465820,west_coast,all
IUI,1334.47,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465834,west_coast,all
IUI,1090.62,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465846,west_coast,all
IUI,1500.46,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465859,west_coast,all
IUI,1566.9,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465871,west_coast,all
IUI,1471.51,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465883,west_coast,all
IUI,1633.43,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465899,west_coast,all
IUI,1466.17,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465911,west_coast,all
IUI,1745.3,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465924,west_coast,all
IUI,2208.9,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465936,west_coast,all
IUI,2275.33,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465949,west_coast,all
EGG_FREEZING,9233.31,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465962,west_coast,all
EGG_FREEZING,9761.6,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465975,west_coast,all
EGG_FREEZING,9023.09,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.465992,west_coast,all
EGG_FREEZING,13061.23,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466005,west_coast,all
EGG_FREEZING,13631.19,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466017,west_coast,all
EGG_FREEZING,11950.18,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466029,west_coast,all
EGG_FREEZING,13021.81,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466042,west_coast,all
EGG_FREEZING,12504.08,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466054,west_coast,all
EGG_FREEZING,16587.79,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466070,west_coast,all
EGG_FREEZING,13698.16,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466082,west_coast,all
DONOR_EGG_IVF,24605.86,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466095,west_coast,all
DONOR_EGG_IVF,26957.47,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466108,west_coast,all
DONOR_EGG_IVF,25614.91,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466121,west_coast,all
DONOR_EGG_IVF,30019.58,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466133,west_coast,all
DONOR_EGG_IVF,27148.36,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466149,west_coast,all
DONOR_EGG_IVF,31652.38,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466161,west_coast,all
DONOR_EGG_IVF,29937.21,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466173,west_coast,all
DONOR_EGG_IVF,36027.43,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466186,west_coast,all
DONOR_EGG_IVF,34221.0,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466198,west_coast,all
DONOR_EGG_IVF,34272.52,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466211,west_coast,all
MEDICATIONS_IVF,3759.02,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466224,west_coast,all
MEDICATIONS_IVF,4894.08,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466237,west_coast,all
MEDICATIONS_IVF,5168.52,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466249,west_coast,all
MEDICATIONS_IVF,5427.51,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466262,west_coast,all
MEDICATIONS_IVF,5312.08,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466274,west_coast,all
MEDICATIONS_IVF,5149.93,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466287,west_coast,all
MEDICATIONS_IVF,4956.07,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466299,west_coast,all
MEDICATIONS_IVF,7436.86,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466312,west_coast,all
MEDICATIONS_IVF,6023.09,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466325,west_coast,all
MEDICATIONS_IVF,5887.56,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466337,west_coast,all
CONSULTATION,431.22,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466350,west_coast,all
CONSULTATION,381.16,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466363,west_coast,all
CONSULTATION,327.06,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466375,west_coast,all
CONSULTATION,515.33,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466388,west_coast,all
CONSULTATION,481.48,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466408,west_coast,all
CONSULTATION,434.47,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466421,west_coast,all
CONSULTATION,464.83,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466433,west_coast,all
CONSULTATION,477.9,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466446,west_coast,all
CONSULTATION,493.96,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466458,west_coast,all
CONSULTATION,553.75,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466471,west_coast,all
FERTILITY_TESTING,709.3,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466484,west_coast,all
FERTILITY_TESTING,938.93,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466496,west_coast,all
FERTILITY_TESTING,974.73,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466509,west_coast,all
FERTILITY_TESTING,973.9,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466522,west_coast,all
FERTILITY_TESTING,1062.54,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466534,west_coast,all
FERTILITY_TESTING,1089.95,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466546,west_coast,all
FERTILITY_TESTING,1049.42,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466558,west_coast,all
FERTILITY_TESTING,1670.97,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466571,west_coast,all
FERTILITY_TESTING,1559.31,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466583,west_coast,all
FERTILITY_TESTING,1439.75,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466596,west_coast,all
PGT_A,3763.24,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466609,west_coast,all
PGT_A,3589.19,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466621,west_coast,all
PGT_A,4388.89,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466634,west_coast,all
PGT_A,4817.95,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466649,west_coast,all
PGT_A,4575.76,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466662,west_coast,all
PGT_A,4552.25,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466674,west_coast,all
PGT_A,5226.63,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466686,west_coast,all
PGT_A,5275.73,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466699,west_coast,all
PGT_A,5452.54,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466720,west_coast,all
PGT_A,7302.45,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466739,west_coast,all
ICSI,2157.77,CA,CA Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466753,west_coast,all
ICSI,2730.33,CA,CA Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466766,west_coast,all
ICSI,2596.36,CA,CA Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466778,west_coast,all
ICSI,2821.62,CA,CA Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466791,west_coast,all
ICSI,2841.3,CA,CA Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466803,west_coast,all
ICSI,2625.0,CA,CA Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466816,west_coast,all
ICSI,2611.09,CA,CA Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466831,west_coast,all
ICSI,2865.26,CA,CA Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466844,west_coast,all
ICSI,3858.67,CA,CA Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466857,west_coast,all
ICSI,3611.38,CA,CA Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466870,west_coast,all
IVF_FRESH,12148.48,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466886,south,all
IVF_FRESH,15839.8,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466899,south,all
IVF_FRESH,14422.69,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466911,south,all
IVF_FRESH,15031.83,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466927,south,all
IVF_FRESH,17136.94,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466940,south,all
IVF_FRESH,17202.1,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466952,south,all
IVF_FRESH,16528.12,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466964,south,all
IVF_FRESH,18079.54,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466977,south,all
IVF_FRESH,17066.36,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.466990,south,all
IVF_FRESH,19944.3,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467002,south,all
IVF_with_ICSI,18111.05,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467016,south,all
IVF_with_ICSI,16457.24,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467028,south,all
IVF_with_ICSI,17358.44,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467041,south,all
IVF_with_ICSI,18942.27,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467053,south,all
IVF_with_ICSI,18125.19,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467066,south,all
IVF_with_ICSI,19271.39,TX,TX Hospital Based 6,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467078,south,all
IVF_with_ICSI,18912.97,TX,TX Hospital Based 7,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467090,south,all
IVF_with_ICSI,19817.59,TX,TX Private Clinic 8,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467103,south,all
IVF_with_ICSI,19947.51,TX,TX Private Clinic 9,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467115,south,all
IVF_with_ICSI,21616.0,TX,TX Private Clinic 10,Private_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467128,south,all
IVF_with_PGT,21430.65,TX,TX Community Clinic 1,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467141,south,all
IVF_with_PGT,19645.38,TX,TX Community Clinic 2,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467154,south,all
IVF_with_PGT,19043.23,TX,TX Community Clinic 3,Community_Clinic,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467170,south,all
IVF_with_PGT,22964.17,TX,TX Hospital Based 4,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467182,south,all
IVF_with_PGT,20125.52,TX,TX Hospital Based 5,Hospital_Based,Industry Survey Data 2024-2025,https://www.fertilityiq.com/topics/ivf-costs,2025-12-07T15:27:58.467195,south,all
